"op","ctrl","mass","form","mod","rad","ref","thk"
"waste","A",37,"alpha","h2o",2.54,"h2o",1.27
"large sample","A",14,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",33,"alpha","h2o",1.27,"h2o",1.905
"large sample","E",118,"alpha","h2o",0.635,"h2o",0.635
"machining","M",49,"alpha","h2o",8.255,"h2o",0.635
"machining","M",62,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",9,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",41,"alpha","h2o",4.445,"h2o",4.445
"large sample","D",114,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",29,"alpha","h2o",5.715,"h2o",0.635
"machining","M",2,"alpha","h2o",10.795,"h2o",0.635
"solution","A",10,"alpha","h2o",6.35,"h2o",1.905
"small sample","A",15,"alpha","h2o",3.81,"h2o",1.27
"large sample","A",65,"alpha","h2o",28.575,"h2o",1.905
"large sample","B",171,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",51,"alpha","h2o",3.175,"h2o",0.635
"solution","A",7,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",6,"alpha","h2o",7.62,"h2o",2.54
"waste","P",49,"alpha","h2o",17.145,"h2o",0.635
"large sample","D",38,"alpha","h2o",5.715,"h2o",0.635
"solution","A",25,"alpha","h2o",14.605,"h2o",1.905
"small sample","A",39,"alpha","h2o",15.24,"h2o",1.27
"small sample","A",23,"alpha","h2o",6.35,"h2o",1.27
"solution","A",12,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",31,"alpha","h2o",4.445,"h2o",1.27
"large sample","A",27,"alpha","h2o",6.985,"h2o",3.175
"large sample","E",71,"alpha","h2o",2.54,"h2o",0.635
"machining","M",28,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",26,"alpha","h2o",13.335,"h2o",1.905
"large sample","A",60,"alpha","h2o",7.62,"h2o",1.905
"waste","P",16,"alpha","h2o",10.795,"h2o",1.27
"large sample","C",269,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",65,"alpha","h2o",5.08,"h2o",1.905
"large sample","A",46,"alpha","h2o",15.24,"h2o",0.635
"large sample","E",66,"alpha","h2o",1.27,"h2o",0.635
"large sample","E",23,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","E",38,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",59,"alpha","h2o",3.175,"h2o",1.905
"solution","A",19,"alpha","h2o",23.495,"h2o",1.905
"small sample","A",21,"alpha","h2o",2.54,"h2o",1.905
"small sample","B",165,"alpha","h2o",4.445,"h2o",2.54
"large sample","A",42,"alpha","h2o",8.89,"h2o",1.905
"metallurgy","A",32,"alpha","h2o",12.065,"h2o",1.27
"large sample","A",20,"alpha","h2o",3.81,"h2o",5.08
"waste","P",55,"alpha","h2o",10.16,"h2o",1.905
"large sample","A",10,"alpha","h2o",6.35,"h2o",0.635
"large sample","E",149,"alpha","h2o",0.635,"h2o",0.635
"solution","A",12,"alpha","h2o",18.415,"h2o",0.635
"small sample","A",65,"alpha","h2o",5.715,"h2o",2.54
"large sample","D",45,"alpha","h2o",5.08,"h2o",0.635
"large sample","M",74,"alpha","h2o",12.7,"h2o",1.27
"large sample","D",67,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",35,"alpha","h2o",7.62,"h2o",1.27
"large sample","E",124,"alpha","h2o",6.35,"h2o",0.635
"solution","A",7,"alpha","h2o",27.305,"h2o",2.54
"large sample","A",10,"alpha","h2o",1.27,"h2o",1.905
"small sample","A",24,"alpha","h2o",12.7,"h2o",1.27
"large sample","A",10,"alpha","h2o",17.145,"h2o",0.635
"metallurgy","E",152,"alpha","h2o",0.635,"h2o",0.635
"large sample","B",167,"alpha","h2o",1.905,"h2o",1.905
"large sample","A",20,"alpha","h2o",8.89,"h2o",0.635
"waste","P",68,"alpha","h2o",13.335,"h2o",1.905
"large sample","C",80,"alpha","h2o",6.35,"h2o",0.635
"machining","M",4,"alpha","h2o",5.08,"h2o",0.635
"solution","A",31,"alpha","h2o",6.985,"h2o",2.54
"large sample","B",214,"alpha","h2o",3.81,"h2o",1.27
"machining","M",40,"alpha","h2o",8.255,"h2o",1.27
"large sample","M",46,"alpha","h2o",16.51,"h2o",0.635
"metallurgy","A",22,"alpha","h2o",11.43,"h2o",1.905
"large sample","A",13,"alpha","h2o",2.54,"h2o",1.905
"large sample","A",23,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",34,"alpha","h2o",15.24,"h2o",1.905
"machining","M",64,"alpha","h2o",17.78,"h2o",0.635
"small sample","A",15,"alpha","h2o",7.62,"h2o",1.27
"solution","A",8,"alpha","h2o",10.795,"h2o",0.635
"solution","A",14,"alpha","h2o",1.27,"h2o",2.54
"large sample","A",25,"alpha","h2o",2.54,"h2o",2.54
"small sample","A",11,"alpha","h2o",10.16,"h2o",2.54
"small sample","A",5,"alpha","h2o",6.35,"h2o",1.27
"solution","A",5,"alpha","h2o",12.065,"h2o",5.08
"large sample","E",26,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","E",90,"alpha","h2o",1.27,"h2o",0.635
"machining","M",36,"alpha","h2o",1.905,"h2o",0.635
"waste","P",54,"alpha","h2o",11.43,"h2o",3.175
"machining","M",120,"alpha","h2o",13.97,"h2o",0.635
"small sample","A",65,"alpha","h2o",10.795,"h2o",1.27
"large sample","A",31,"alpha","h2o",20.955,"h2o",0.635
"solution","A",31,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",24,"alpha","h2o",6.985,"h2o",1.905
"large sample","A",14,"alpha","h2o",6.985,"h2o",4.445
"large sample","D",36,"alpha","h2o",2.54,"h2o",0.635
"machining","M",68,"alpha","h2o",7.62,"h2o",1.27
"large sample","A",65,"alpha","h2o",3.81,"h2o",1.27
"large sample","M",28,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",40,"alpha","h2o",2.54,"h2o",3.81
"small sample","A",10,"alpha","h2o",4.445,"h2o",1.905
"machining","M",25,"alpha","h2o",12.065,"h2o",1.27
"large sample","B",152,"alpha","h2o",5.08,"h2o",1.27
"small sample","A",30,"alpha","h2o",14.605,"h2o",1.905
"large sample","A",65,"alpha","h2o",33.02,"h2o",1.905
"solution","A",26,"alpha","h2o",5.715,"h2o",0.635
"small sample","B",86,"alpha","h2o",6.35,"h2o",2.54
"large sample","A",23,"alpha","h2o",1.905,"h2o",2.54
"small sample","A",29,"alpha","h2o",18.415,"h2o",1.27
"small sample","B",54,"alpha","h2o",2.54,"h2o",1.27
"large sample","A",13,"alpha","h2o",12.065,"h2o",2.54
"metallurgy","A",26,"alpha","h2o",15.24,"h2o",1.27
"large sample","A",65,"alpha","h2o",2.54,"h2o",1.27
"waste","P",53,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",36,"alpha","h2o",7.62,"h2o",2.54
"metallurgy","A",34,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",36,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",17,"alpha","h2o",5.715,"h2o",2.54
"small sample","A",44,"alpha","h2o",6.985,"h2o",1.27
"large sample","D",269,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","E",77,"alpha","h2o",1.27,"h2o",0.635
"solution","A",14,"alpha","h2o",12.7,"h2o",1.27
"small sample","A",13,"alpha","h2o",0.635,"h2o",2.54
"large sample","E",111,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",8,"alpha","h2o",19.05,"h2o",1.27
"metallurgy","A",47,"alpha","h2o",9.525,"h2o",1.27
"large sample","A",8,"alpha","h2o",0.635,"h2o",1.905
"machining","A",38,"alpha","h2o",6.985,"h2o",7.62
"small sample","A",9,"alpha","h2o",19.05,"h2o",1.905
"large sample","A",29,"alpha","h2o",7.62,"h2o",1.27
"metallurgy","A",52,"alpha","h2o",4.445,"h2o",2.54
"large sample","D",160,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",35,"alpha","h2o",10.16,"h2o",2.54
"large sample","D",33,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",35,"alpha","h2o",10.16,"h2o",1.905
"large sample","M",2,"alpha","h2o",12.065,"h2o",0.635
"large sample","M",51,"alpha","h2o",24.13,"h2o",0.635
"metallurgy","A",33,"alpha","h2o",17.145,"h2o",1.27
"large sample","A",7,"alpha","h2o",9.525,"h2o",2.54
"large sample","D",86,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",6,"alpha","h2o",10.16,"h2o",1.905
"large sample","A",19,"alpha","h2o",12.065,"h2o",1.27
"small sample","A",43,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",6,"alpha","h2o",11.43,"h2o",3.81
"machining","M",55,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",25,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",14,"alpha","h2o",10.16,"h2o",0.635
"solution","A",22,"alpha","h2o",6.985,"h2o",1.27
"large sample","E",11,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",65,"alpha","h2o",33.655,"h2o",1.905
"small sample","A",9,"alpha","h2o",13.335,"h2o",2.54
"large sample","A",20,"alpha","h2o",13.97,"h2o",1.905
"large sample","A",11,"alpha","h2o",8.89,"h2o",1.27
"small sample","B",39,"alpha","h2o",1.905,"h2o",0.635
"solution","A",20,"alpha","h2o",7.62,"h2o",1.905
"large sample","A",14,"alpha","h2o",20.955,"h2o",1.905
"large sample","A",29,"alpha","h2o",3.175,"h2o",0.635
"large sample","D",24,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",3,"alpha","h2o",2.54,"h2o",1.905
"large sample","A",65,"alpha","h2o",11.43,"h2o",1.27
"metallurgy","E",91,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",19,"alpha","h2o",4.445,"h2o",0.635
"large sample","M",54,"alpha","h2o",29.21,"h2o",0.635
"large sample","A",36,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","A",33,"alpha","h2o",5.715,"h2o",0.635
"solution","A",10,"alpha","h2o",11.43,"h2o",1.905
"large sample","A",15,"alpha","h2o",8.255,"h2o",0.635
"large sample","D",43,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",38,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",9,"alpha","h2o",3.175,"h2o",1.27
"metallurgy","A",29,"alpha","h2o",15.24,"h2o",1.27
"metallurgy","A",26,"alpha","h2o",13.97,"h2o",2.54
"large sample","A",9,"alpha","h2o",5.715,"h2o",1.27
"metallurgy","A",25,"alpha","h2o",12.7,"h2o",1.27
"waste","A",39,"alpha","h2o",1.905,"h2o",2.54
"metallurgy","A",38,"alpha","h2o",5.08,"h2o",0.635
"solution","A",38,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",14,"alpha","h2o",6.985,"h2o",1.905
"large sample","D",81,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",43,"alpha","h2o",6.985,"h2o",1.27
"large sample","E",50,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",38,"alpha","h2o",0.635,"h2o",1.27
"machining","M",18,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",26,"alpha","h2o",20.32,"h2o",0.635
"large sample","A",58,"alpha","h2o",8.255,"h2o",0.635
"solution","A",23,"alpha","h2o",12.7,"h2o",0.635
"large sample","A",49,"alpha","h2o",10.795,"h2o",1.27
"small sample","A",6,"alpha","h2o",2.54,"h2o",3.175
"small sample","A",19,"alpha","h2o",2.54,"h2o",0.635
"solution","A",10,"alpha","h2o",8.89,"h2o",3.175
"large sample","A",42,"alpha","h2o",4.445,"h2o",3.81
"large sample","M",140,"alpha","h2o",8.89,"h2o",0.635
"solution","A",4,"alpha","h2o",4.445,"h2o",4.445
"waste","P",91,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",32,"alpha","h2o",5.715,"h2o",0.635
"waste","A",42,"alpha","h2o",31.75,"h2o",0.635
"machining","M",130,"alpha","h2o",22.86,"h2o",1.27
"large sample","A",28,"alpha","h2o",13.335,"h2o",1.27
"solution","A",23,"alpha","h2o",32.385,"h2o",0.635
"small sample","A",34,"alpha","h2o",6.35,"h2o",1.905
"small sample","A",48,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","A",30,"alpha","h2o",30.48,"h2o",0.635
"large sample","D",9,"alpha","h2o",2.54,"h2o",0.635
"solution","A",8,"alpha","h2o",8.255,"h2o",5.715
"small sample","A",51,"alpha","h2o",3.175,"h2o",1.27
"metallurgy","A",6,"alpha","h2o",6.35,"h2o",1.27
"waste","P",145,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",37,"alpha","h2o",20.955,"h2o",1.27
"large sample","M",113,"alpha","h2o",0.635,"h2o",0.635
"waste","A",56,"alpha","h2o",17.145,"h2o",0.635
"solution","A",4,"alpha","h2o",17.78,"h2o",1.905
"large sample","A",34,"alpha","h2o",5.715,"h2o",1.27
"metallurgy","A",65,"alpha","h2o",6.35,"h2o",1.27
"metallurgy","A",65,"alpha","h2o",8.89,"h2o",1.27
"solution","A",18,"alpha","h2o",12.065,"h2o",0.635
"large sample","D",41,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",38,"alpha","h2o",0.635,"h2o",1.905
"large sample","A",17,"alpha","h2o",16.51,"h2o",3.175
"large sample","A",8,"alpha","h2o",6.985,"h2o",0.635
"waste","P",42,"alpha","h2o",12.065,"h2o",1.905
"small sample","A",20,"alpha","h2o",22.225,"h2o",0.635
"large sample","A",65,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",24,"alpha","h2o",6.35,"h2o",1.27
"large sample","M",244,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",29,"alpha","h2o",17.78,"h2o",1.905
"small sample","A",56,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",62,"alpha","h2o",1.27,"h2o",0.635
"solution","A",27,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",48,"alpha","h2o",19.685,"h2o",2.54
"large sample","A",65,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",6,"alpha","h2o",8.255,"h2o",0.635
"machining","A",32,"alpha","h2o",9.525,"h2o",5.08
"large sample","D",161,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",43,"alpha","h2o",9.525,"h2o",1.905
"metallurgy","A",17,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",13,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",13,"alpha","h2o",3.175,"h2o",1.27
"waste","A",49,"alpha","h2o",6.985,"h2o",1.905
"small sample","A",17,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",51,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",27,"alpha","h2o",14.605,"h2o",1.27
"large sample","C",24,"alpha","h2o",5.08,"h2o",0.635
"solution","A",4,"alpha","h2o",5.715,"h2o",1.27
"solution","A",20,"alpha","h2o",15.24,"h2o",1.905
"large sample","D",237,"alpha","h2o",3.81,"h2o",0.635
"small sample","B",61,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",7,"alpha","h2o",12.065,"h2o",0.635
"large sample","D",251,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",10,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",5,"alpha","h2o",5.715,"h2o",1.27
"large sample","D",86,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",19,"alpha","h2o",21.59,"h2o",1.27
"small sample","A",50,"alpha","h2o",5.08,"h2o",1.905
"metallurgy","A",14,"alpha","h2o",12.065,"h2o",0.635
"machining","M",15,"alpha","h2o",13.97,"h2o",0.635
"large sample","A",35,"alpha","h2o",6.35,"h2o",1.905
"small sample","A",33,"alpha","h2o",13.335,"h2o",2.54
"large sample","A",33,"alpha","h2o",3.175,"h2o",1.27
"large sample","A",65,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",36,"alpha","h2o",26.035,"h2o",0.635
"large sample","A",14,"alpha","h2o",24.13,"h2o",0.635
"solution","A",7,"alpha","h2o",6.985,"h2o",0.635
"large sample","D",109,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",40,"alpha","h2o",10.16,"h2o",2.54
"small sample","A",53,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",65,"alpha","h2o",12.065,"h2o",3.81
"large sample","A",11,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",15,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",30,"alpha","h2o",8.255,"h2o",1.27
"solution","A",7,"alpha","h2o",33.655,"h2o",1.905
"large sample","A",48,"alpha","h2o",17.78,"h2o",2.54
"small sample","A",65,"alpha","h2o",3.175,"h2o",1.905
"large sample","C",79,"alpha","h2o",6.35,"h2o",0.635
"large sample","M",65,"alpha","h2o",1.905,"h2o",0.635
"solution","A",9,"alpha","h2o",10.795,"h2o",0.635
"metallurgy","E",117,"alpha","h2o",3.175,"h2o",0.635
"waste","P",76,"alpha","h2o",10.795,"h2o",0.635
"waste","A",65,"alpha","h2o",8.89,"h2o",1.27
"large sample","A",18,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",62,"alpha","h2o",14.605,"h2o",3.81
"large sample","A",3,"alpha","h2o",4.445,"h2o",3.175
"small sample","A",2,"alpha","h2o",3.175,"h2o",1.905
"small sample","A",59,"alpha","h2o",6.985,"h2o",1.27
"metallurgy","A",29,"alpha","h2o",15.875,"h2o",1.905
"metallurgy","B",41,"alpha","h2o",5.715,"h2o",3.175
"large sample","E",220,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",22,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",16,"alpha","h2o",12.7,"h2o",3.175
"large sample","A",9,"alpha","h2o",10.16,"h2o",1.905
"metallurgy","A",8,"alpha","h2o",4.445,"h2o",0.635
"machining","M",20,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",18,"alpha","h2o",16.51,"h2o",1.905
"waste","A",18,"alpha","h2o",8.255,"h2o",0.635
"large sample","D",124,"alpha","h2o",2.54,"h2o",0.635
"machining","M",78,"alpha","h2o",1.905,"h2o",0.635
"machining","M",48,"alpha","h2o",5.08,"h2o",0.635
"large sample","E",144,"alpha","h2o",0.635,"h2o",0.635
"solution","A",1,"alpha","h2o",19.05,"h2o",1.27
"machining","M",5,"alpha","h2o",2.54,"h2o",0.635
"large sample","M",33,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","E",17,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",53,"alpha","h2o",10.16,"h2o",1.905
"large sample","E",240,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",18,"alpha","h2o",2.54,"h2o",0.635
"large sample","E",39,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",25,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",27,"alpha","h2o",4.445,"h2o",1.905
"small sample","A",40,"alpha","h2o",0.635,"h2o",3.81
"metallurgy","A",12,"alpha","h2o",4.445,"h2o",3.175
"large sample","A",24,"alpha","h2o",17.78,"h2o",0.635
"metallurgy","A",39,"alpha","h2o",5.08,"h2o",2.54
"solution","A",11,"alpha","h2o",6.985,"h2o",1.27
"machining","M",25,"alpha","h2o",8.89,"h2o",0.635
"solution","A",4,"alpha","h2o",11.43,"h2o",2.54
"machining","M",82,"alpha","h2o",17.145,"h2o",0.635
"small sample","A",19,"alpha","h2o",6.985,"h2o",0.635
"waste","A",28,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",20,"alpha","h2o",3.81,"h2o",2.54
"small sample","A",30,"alpha","h2o",10.795,"h2o",1.27
"small sample","A",28,"alpha","h2o",5.715,"h2o",1.905
"solution","A",24,"alpha","h2o",5.08,"h2o",4.445
"machining","A",33,"alpha","h2o",15.24,"h2o",2.54
"small sample","A",55,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",51,"alpha","h2o",8.89,"h2o",1.905
"metallurgy","A",35,"alpha","h2o",16.51,"h2o",3.175
"large sample","A",6,"alpha","h2o",18.415,"h2o",0.635
"small sample","A",41,"alpha","h2o",9.525,"h2o",3.81
"small sample","A",58,"alpha","h2o",11.43,"h2o",0.635
"metallurgy","A",12,"alpha","h2o",17.145,"h2o",1.905
"large sample","A",13,"alpha","h2o",13.97,"h2o",3.175
"solution","A",21,"alpha","h2o",10.795,"h2o",0.635
"large sample","E",63,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",27,"alpha","h2o",7.62,"h2o",4.445
"large sample","A",34,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",20.32,"h2o",1.27
"small sample","A",36,"alpha","h2o",18.415,"h2o",0.635
"small sample","A",18,"alpha","h2o",4.445,"h2o",1.27
"large sample","M",148,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",40,"alpha","h2o",8.255,"h2o",0.635
"large sample","D",336,"alpha","h2o",1.27,"h2o",0.635
"machining","M",86,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",17,"alpha","h2o",8.255,"h2o",1.905
"small sample","A",56,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",15,"alpha","h2o",5.08,"h2o",0.635
"solution","A",4,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",32,"alpha","h2o",26.035,"h2o",1.27
"small sample","A",22,"alpha","h2o",12.065,"h2o",1.27
"large sample","A",65,"alpha","h2o",0.635,"h2o",4.445
"small sample","A",14,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",45,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",13,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",15,"alpha","h2o",6.985,"h2o",1.905
"large sample","A",65,"alpha","h2o",13.335,"h2o",3.175
"large sample","A",43,"alpha","h2o",4.445,"h2o",5.08
"waste","A",44,"alpha","h2o",1.905,"h2o",1.27
"solution","A",65,"alpha","h2o",3.81,"h2o",2.54
"machining","M",46,"alpha","h2o",6.985,"h2o",0.635
"metallurgy","A",20,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",6,"alpha","h2o",5.08,"h2o",2.54
"small sample","A",63,"alpha","h2o",3.175,"h2o",1.905
"waste","A",13,"alpha","h2o",3.175,"h2o",2.54
"small sample","A",52,"alpha","h2o",19.05,"h2o",0.635
"small sample","A",33,"alpha","h2o",7.62,"h2o",1.27
"metallurgy","E",75,"alpha","h2o",1.905,"h2o",0.635
"waste","A",57,"alpha","h2o",18.415,"h2o",3.81
"small sample","A",29,"alpha","h2o",6.35,"h2o",3.175
"large sample","M",22,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",56,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",61,"alpha","h2o",3.81,"h2o",0.635
"machining","M",55,"alpha","h2o",18.415,"h2o",0.635
"large sample","A",19,"alpha","h2o",15.24,"h2o",3.81
"small sample","A",32,"alpha","h2o",2.54,"h2o",3.81
"large sample","A",51,"alpha","h2o",13.97,"h2o",3.175
"small sample","A",65,"alpha","h2o",3.81,"h2o",1.27
"waste","P",41,"alpha","h2o",12.065,"h2o",0.635
"metallurgy","A",21,"alpha","h2o",1.905,"h2o",1.27
"large sample","A",7,"alpha","h2o",24.765,"h2o",5.08
"small sample","A",40,"alpha","h2o",1.27,"h2o",1.905
"large sample","A",7,"alpha","h2o",1.905,"h2o",3.175
"small sample","A",52,"alpha","h2o",5.715,"h2o",3.175
"small sample","B",59,"alpha","h2o",6.985,"h2o",1.905
"large sample","A",21,"alpha","h2o",8.255,"h2o",1.27
"large sample","A",62,"alpha","h2o",5.715,"h2o",0.635
"large sample","D",39,"alpha","h2o",3.175,"h2o",0.635
"solution","A",21,"alpha","h2o",8.255,"h2o",1.905
"large sample","A",65,"alpha","h2o",3.175,"h2o",1.905
"solution","A",23,"alpha","h2o",2.54,"h2o",0.635
"waste","A",16,"alpha","h2o",3.81,"h2o",8.255
"large sample","E",40,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",39,"alpha","h2o",13.335,"h2o",0.635
"large sample","M",94,"alpha","h2o",5.08,"h2o",0.635
"small sample","B",127,"alpha","h2o",6.985,"h2o",1.27
"metallurgy","E",108,"alpha","h2o",1.27,"h2o",0.635
"small sample","B",141,"alpha","h2o",1.905,"h2o",1.905
"large sample","A",34,"alpha","h2o",7.62,"h2o",0.635
"large sample","E",4,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",21,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",7,"alpha","h2o",8.89,"h2o",1.905
"large sample","A",31,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",22,"alpha","h2o",1.905,"h2o",2.54
"machining","M",34,"alpha","h2o",24.765,"h2o",0.635
"small sample","A",65,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",22,"alpha","h2o",8.89,"h2o",0.635
"large sample","M",40,"alpha","h2o",10.16,"h2o",1.27
"large sample","E",52,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",36,"alpha","h2o",16.51,"h2o",1.905
"solution","A",15,"alpha","h2o",12.065,"h2o",0.635
"solution","A",6,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",32,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",54,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",25,"alpha","h2o",10.795,"h2o",0.635
"large sample","E",69,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",52,"alpha","h2o",15.24,"h2o",1.905
"small sample","A",47,"alpha","h2o",12.7,"h2o",0.635
