"op","ctrl","mass","form","mod","rad","ref","thk"
"machining","A",57,"alpha","none",22.86,"ch2",1.27
"metallurgy","A",56,"alpha","mgo",9.525,"ch2",0.635
"small sample","A",13,"alpha","none",4.445,"mgo",1.905
"small sample","A",21,"alpha","ch2",15.875,"ch2",0.635
"small sample","A",30,"alpha","none",4.445,"ch2",2.54
"solution","A",1,"alpha","none",2.54,"ch2",1.27
"metallurgy","A",54,"alpha","none",6.35,"ch2",0.635
"large sample","A",31,"alpha","mgo",12.7,"ss304",0.635
"waste","P",73,"alpha","none",17.145,"mgo",1.905
"metallurgy","A",24,"alpha","none",5.08,"ss304",0.635
"large sample","D",179,"alpha","none",2.54,"ch2",0.635
"large sample","A",15,"alpha","none",2.54,"ss304",1.905
"waste","A",53,"alpha","none",13.335,"du",0.635
"metallurgy","E",157,"alpha","none",1.905,"ss304",0.635
"large sample","A",5,"alpha","none",22.86,"ss304",1.27
"large sample","D",102,"alpha","none",6.35,"ch2",0.635
"large sample","A",44,"alpha","ch2",12.7,"ch2",2.54
"machining","M",32,"alpha","ch2",13.97,"ss304",0.635
"metallurgy","E",27,"alpha","none",1.27,"ss304",0.635
"large sample","D",157,"alpha","ch2",8.255,"ch2",0.635
"large sample","A",47,"alpha","ch2",27.94,"ch2",0.635
"small sample","A",21,"alpha","none",6.35,"ch2",0.635
"metallurgy","E",22,"alpha","none",1.27,"ch2",0.635
"large sample","A",65,"alpha","ch2",9.525,"ch2",0.635
"large sample","A",10,"alpha","none",9.525,"ss304",0.635
"waste","A",53,"alpha","none",11.43,"mgo",0.635
"large sample","A",20,"alpha","none",22.225,"ch2",1.905
"small sample","A",45,"alpha","none",2.54,"ch2",1.27
"waste","P",198,"alpha","none",6.35,"ch2",0.635
"solution","A",14,"alpha","ch2",24.765,"ch2",1.27
"solution","A",12,"alpha","none",30.48,"ch2",1.905
"solution","A",9,"alpha","ch2",8.255,"be",1.27
"large sample","M",27,"alpha","none",11.43,"ch2",0.635
"large sample","M",71,"alpha","none",13.335,"mgo",0.635
"small sample","A",14,"alpha","none",9.525,"ch2",2.54
"small sample","A",65,"alpha","ch2",1.905,"ch2",1.27
"small sample","A",7,"alpha","none",0.635,"ch2",0.635
"solution","A",24,"alpha","none",9.525,"ch2",1.905
"small sample","A",62,"alpha","mgo",3.175,"ch2",0.635
"metallurgy","E",10,"alpha","none",5.08,"ch2",0.635
"small sample","A",36,"alpha","none",7.62,"ch2",1.27
"large sample","A",17,"alpha","ch2",10.795,"mgo",0.635
"small sample","A",26,"alpha","ch2",3.175,"ch2",1.27
"small sample","A",49,"alpha","none",6.985,"ch2",2.54
"large sample","A",62,"alpha","none",3.175,"ch2",2.54
"solution","A",15,"alpha","none",8.255,"ch2",1.27
"small sample","B",140,"alpha","none",3.81,"ch2",4.445
"solution","A",12,"alpha","ch2",5.715,"ss304",1.27
"small sample","B",17,"alpha","none",4.445,"ch2",1.905
"large sample","A",34,"alpha","ch2",1.27,"du",0.635
"large sample","A",65,"alpha","none",5.715,"ch2",1.27
"waste","P",143,"alpha","none",13.97,"mgo",5.08
"machining","M",51,"alpha","none",12.065,"ch2",0.635
"machining","M",37,"alpha","none",12.7,"ch2",0.635
"solution","A",8,"alpha","none",3.81,"ss304",2.54
"small sample","A",14,"alpha","ch2",5.08,"ch2",1.905
"machining","M",60,"alpha","none",24.13,"ch2",0.635
"large sample","C",108,"alpha","none",9.525,"none",0.635
"small sample","A",37,"alpha","none",4.445,"ch2",0.635
"machining","A",65,"alpha","none",3.81,"al",1.905
"small sample","A",65,"alpha","none",5.715,"ch2",1.27
"large sample","A",9,"alpha","none",11.43,"ss304",1.905
"waste","A",65,"alpha","none",10.16,"ch2",1.27
"large sample","D",105,"alpha","none",1.27,"ss304",0.635
"solution","A",25,"alpha","none",9.525,"ch2",1.27
"large sample","A",60,"alpha","none",7.62,"ss304",1.27
"small sample","A",55,"alpha","none",12.7,"ch2",2.54
"solution","A",7,"alpha","ch2",13.97,"ss304",0.635
"small sample","A",43,"alpha","ch2",6.35,"ch2",1.905
"small sample","A",39,"alpha","ch2",22.86,"ch2",3.175
"waste","A",40,"alpha","none",10.16,"be",3.81
"large sample","A",21,"alpha","none",3.175,"ss304",1.27
"solution","A",34,"alpha","ch2",13.335,"ch2",1.905
"metallurgy","A",36,"alpha","none",5.08,"ss304",1.905
"large sample","A",65,"alpha","none",3.81,"ss304",1.27
"small sample","A",14,"alpha","none",0.635,"ch2",3.175
"large sample","D",19,"alpha","none",5.715,"mgo",0.635
"metallurgy","A",26,"alpha","none",5.08,"ss304",1.27
"large sample","A",15,"alpha","none",5.08,"ss304",1.27
"large sample","D",185,"alpha","none",1.905,"ss304",0.635
"large sample","A",15,"alpha","ch2",0.635,"mgo",5.08
"small sample","A",54,"alpha","none",6.35,"ch2",2.54
"large sample","A",18,"alpha","mgo",1.27,"ch2",1.905
"small sample","A",42,"alpha","none",7.62,"ch2",1.27
"small sample","A",16,"alpha","none",0.635,"ch2",1.27
"large sample","A",17,"alpha","none",35.56,"ch2",0.635
"waste","P",103,"alpha","none",5.08,"ch2",1.27
"large sample","M",21,"alpha","mgo",13.335,"ch2",0.635
"small sample","A",61,"alpha","none",16.51,"be",0.635
"large sample","E",28,"alpha","none",1.905,"ch2",0.635
"metallurgy","E",58,"alpha","none",1.905,"ch2",0.635
"machining","M",122,"alpha","none",5.715,"ch2",0.635
"large sample","D",39,"alpha","none",3.175,"mgo",0.635
"large sample","A",6,"alpha","mgo",8.255,"ch2",2.54
"large sample","B",143,"alpha","ch2",1.27,"ss304",1.27
"solution","A",41,"alpha","ch2",4.445,"ch2",2.54
"solution","A",13,"alpha","none",8.89,"ss304",1.27
"metallurgy","A",25,"alpha","none",13.97,"ch2",3.175
"machining","A",34,"alpha","ch2",5.08,"ss304",0.635
"large sample","M",393,"alpha","none",17.145,"ss304",0.635
"large sample","E",133,"alpha","none",2.54,"ch2",0.635
"large sample","D",39,"alpha","mgo",4.445,"ch2",0.635
"small sample","A",65,"alpha","ch2",0.635,"ch2",0.635
"small sample","A",15,"alpha","mgo",5.715,"ch2",0.635
"small sample","A",21,"alpha","ch2",5.715,"ch2",0.635
"small sample","A",27,"alpha","none",17.145,"ch2",3.175
"small sample","A",46,"alpha","none",4.445,"ch2",1.27
"large sample","A",48,"alpha","none",8.89,"mgo",1.27
"small sample","A",38,"alpha","none",10.16,"ch2",2.54
"metallurgy","E",58,"alpha","none",1.905,"ss304",1.27
"solution","A",3,"alpha","ch2",6.985,"ch2",0.635
"metallurgy","A",3,"alpha","none",8.255,"ch2",0.635
"waste","P",78,"alpha","none",7.62,"pb",0.635
"machining","M",2,"alpha","none",3.81,"ss304",0.635
"small sample","A",65,"alpha","none",8.255,"ch2",0.635
"large sample","E",3,"alpha","none",0.635,"ch2",0.635
"large sample","M",379,"alpha","none",4.445,"ch2",0.635
"metallurgy","E",45,"alpha","none",3.81,"ch2",0.635
"solution","A",6,"alpha","none",5.08,"ch2",0.635
"small sample","A",31,"alpha","none",9.525,"ss304",0.635
"large sample","A",16,"alpha","ch2",15.24,"ch2",0.635
"machining","A",53,"alpha","none",7.62,"ss304",2.54
"metallurgy","A",40,"alpha","ch2",6.985,"mgo",1.905
"small sample","A",20,"alpha","none",14.605,"be",0.635
"solution","A",2,"alpha","none",5.08,"ch2",0.635
"large sample","A",24,"alpha","none",1.905,"ss304",4.445
"metallurgy","A",35,"alpha","none",6.35,"ch2",0.635
"small sample","B",85,"alpha","ch2",1.905,"ss304",3.175
"small sample","A",15,"alpha","none",2.54,"ch2",0.635
"large sample","E",46,"alpha","none",0.635,"mgo",0.635
"small sample","A",55,"alpha","none",9.525,"mgo",2.54
"small sample","B",96,"alpha","none",8.89,"ch2",1.905
"solution","A",15,"alpha","none",13.97,"ch2",1.27
"large sample","A",31,"alpha","none",3.81,"ch2",0.635
"metallurgy","E",101,"alpha","none",5.08,"ss304",0.635
"solution","A",15,"alpha","none",5.08,"ch2",1.905
"large sample","A",49,"alpha","none",5.08,"ch2",5.08
"solution","A",19,"alpha","ch2",14.605,"ss304",3.175
"small sample","A",15,"alpha","ch2",6.985,"ch2",1.27
"metallurgy","A",21,"alpha","none",14.605,"mgo",0.635
"metallurgy","A",16,"alpha","none",5.08,"mgo",1.27
"large sample","A",25,"alpha","mgo",20.32,"ss304",1.27
"small sample","A",17,"alpha","ch2",9.525,"mgo",1.905
"waste","P",55,"alpha","none",3.175,"ss304",0.635
"large sample","A",34,"alpha","ch2",15.875,"ch2",0.635
"machining","A",28,"alpha","none",10.795,"ch2",1.27
"metallurgy","A",11,"alpha","mgo",8.89,"ch2",0.635
"large sample","A",11,"alpha","none",6.35,"ch2",2.54
"small sample","A",60,"alpha","none",8.89,"ch2",1.27
"small sample","A",38,"alpha","none",3.175,"ss304",1.27
"machining","M",24,"alpha","none",13.335,"ch2",0.635
"machining","M",41,"alpha","none",12.7,"ch2",1.27
"metallurgy","A",10,"alpha","none",1.905,"ch2",1.27
"large sample","A",17,"alpha","none",14.605,"ss304",0.635
"small sample","A",65,"alpha","none",13.335,"ss304",0.635
"metallurgy","E",85,"alpha","none",1.905,"al",0.635
"small sample","A",65,"alpha","none",12.7,"ch2",1.27
"large sample","A",13,"alpha","none",5.08,"mgo",4.445
"large sample","M",40,"alpha","none",30.48,"ch2",0.635
"large sample","E",122,"alpha","ch2",1.905,"ss304",0.635
"metallurgy","A",65,"alpha","none",9.525,"ch2",2.54
"large sample","A",24,"alpha","none",10.795,"mgo",1.905
"large sample","D",103,"alpha","none",1.27,"mgo",0.635
"small sample","A",43,"alpha","none",1.27,"ch2",2.54
"large sample","E",206,"alpha","none",1.27,"ss304",0.635
"metallurgy","E",1,"alpha","none",0.635,"ss304",0.635
"waste","P",48,"alpha","ch2",3.81,"ch2",0.635
"small sample","A",24,"alpha","none",10.795,"ch2",2.54
"small sample","A",56,"alpha","none",10.16,"ch2",0.635
"large sample","M",102,"alpha","none",8.255,"ss304",1.27
"large sample","A",28,"alpha","mgo",13.335,"ch2",0.635
"metallurgy","A",13,"alpha","ch2",6.35,"mgo",1.27
"small sample","A",18,"alpha","none",10.16,"ch2",1.905
"small sample","A",47,"alpha","ch2",14.605,"ch2",2.54
"small sample","A",23,"alpha","none",12.065,"ch2",3.81
"large sample","B",64,"alpha","none",4.445,"mgo",0.635
"waste","P",77,"alpha","ch2",10.795,"ch2",2.54
"small sample","A",52,"alpha","ch2",1.905,"ch2",0.635
"solution","A",14,"alpha","none",3.81,"ch2",3.175
"small sample","A",65,"alpha","none",5.08,"ch2",0.635
"machining","A",30,"alpha","ch2",0.635,"ch2",1.27
"small sample","A",27,"alpha","ch2",14.605,"al",1.27
"large sample","A",32,"alpha","none",7.62,"mgo",1.27
"large sample","D",167,"alpha","none",2.54,"ss304",0.635
"metallurgy","E",90,"alpha","none",1.27,"ss304",0.635
"small sample","A",58,"alpha","none",7.62,"ch2",0.635
"large sample","A",26,"alpha","none",0.635,"ch2",1.27
"small sample","B",24,"alpha","none",6.35,"ch2",1.27
"large sample","A",50,"alpha","none",6.35,"du",5.08
"small sample","A",63,"alpha","none",8.89,"ch2",0.635
"large sample","E",294,"alpha","none",5.08,"ch2",0.635
"large sample","A",7,"alpha","none",12.7,"ch2",1.905
"solution","A",3,"alpha","none",2.54,"ch2",3.175
"large sample","A",35,"alpha","ch2",10.16,"ch2",2.54
"large sample","E",9,"alpha","none",1.27,"ss304",0.635
"small sample","A",37,"alpha","none",3.81,"ch2",3.175
"machining","M",61,"alpha","ch2",3.175,"ss304",0.635
"large sample","C",126,"alpha","none",3.175,"none",0.635
"large sample","D",93,"alpha","none",0.635,"al",0.635
"small sample","A",27,"alpha","none",5.715,"ss304",1.905
"large sample","D",52,"alpha","none",5.08,"mgo",1.27
"metallurgy","A",26,"alpha","ch2",12.065,"pb",0.635
"small sample","A",53,"alpha","none",3.175,"ss304",0.635
"large sample","B",11,"alpha","none",4.445,"mgo",0.635
"small sample","A",11,"alpha","none",2.54,"ch2",0.635
"solution","A",8,"alpha","none",24.13,"ch2",1.27
"large sample","E",80,"alpha","none",0.635,"ch2",0.635
"metallurgy","A",8,"alpha","none",8.255,"ss304",0.635
"small sample","A",17,"alpha","none",5.08,"ch2",2.54
"small sample","A",10,"alpha","none",13.335,"ch2",1.27
"large sample","M",49,"alpha","ch2",6.35,"ss304",0.635
"small sample","A",21,"alpha","none",10.16,"mgo",1.27
"small sample","A",13,"alpha","none",2.54,"al",1.27
"solution","A",11,"alpha","none",10.16,"ch2",0.635
"large sample","B",44,"alpha","ch2",3.175,"mgo",1.905
"large sample","D",104,"alpha","ch2",1.27,"ch2",0.635
"small sample","A",10,"alpha","none",3.175,"ss304",1.27
"large sample","A",29,"alpha","none",3.81,"pb",0.635
"solution","A",11,"alpha","none",15.24,"ch2",0.635
"small sample","A",7,"alpha","ch2",2.54,"ss304",1.905
"small sample","B",50,"alpha","ch2",6.985,"ch2",1.27
"solution","A",7,"alpha","none",3.81,"du",1.27
"small sample","A",35,"alpha","none",15.875,"ch2",0.635
"machining","M",79,"alpha","none",5.08,"ss304",0.635
"metallurgy","A",44,"alpha","ch2",11.43,"ch2",1.905
"solution","A",12,"alpha","ch2",12.7,"ch2",0.635
"large sample","E",33,"alpha","none",0.635,"ch2",0.635
"large sample","D",216,"alpha","none",10.795,"mgo",0.635
"small sample","A",13,"alpha","none",10.16,"ch2",0.635
"small sample","A",22,"alpha","none",8.255,"ch2",1.905
"large sample","B",95,"alpha","none",17.145,"ch2",2.54
"small sample","A",26,"alpha","ch2",5.715,"ch2",1.27
"metallurgy","A",10,"alpha","ch2",3.81,"ss304",0.635
"solution","A",9,"alpha","ch2",8.89,"al",0.635
"large sample","A",65,"alpha","mgo",1.905,"ss304",1.27
"machining","M",37,"alpha","none",14.605,"ch2",0.635
"small sample","A",2,"alpha","none",6.35,"ch2",1.27
"solution","A",18,"alpha","none",37.465,"ch2",2.54
"small sample","A",9,"alpha","none",19.05,"ch2",0.635
"small sample","A",50,"alpha","none",10.795,"ss304",0.635
"solution","A",14,"alpha","ch2",2.54,"ch2",1.27
"large sample","A",55,"alpha","ch2",31.75,"ss304",3.175
"large sample","A",10,"alpha","ch2",8.255,"ch2",1.27
"solution","A",8,"alpha","none",5.08,"ch2",1.27
"machining","M",51,"alpha","ch2",1.905,"ch2",0.635
"metallurgy","A",5,"alpha","none",2.54,"ss304",1.27
"small sample","A",31,"alpha","ch2",8.255,"ch2",1.27
"large sample","D",26,"alpha","ch2",0.635,"ss304",1.905
"machining","M",68,"alpha","none",5.08,"ss304",0.635
"large sample","A",28,"alpha","none",8.89,"ss304",0.635
"small sample","A",64,"alpha","none",12.065,"ch2",1.27
"large sample","B",29,"alpha","mgo",1.27,"ss304",0.635
"metallurgy","B",180,"alpha","none",0.635,"ch2",0.635
"large sample","A",51,"alpha","ch2",6.35,"mgo",1.905
"machining","A",27,"alpha","none",13.97,"ch2",1.905
"solution","A",43,"alpha","ch2",11.43,"ch2",1.27
"machining","M",29,"alpha","none",3.81,"mgo",0.635
"large sample","A",65,"alpha","none",8.255,"mgo",2.54
"small sample","A",20,"alpha","none",5.08,"ss304",0.635
"small sample","A",29,"alpha","none",4.445,"ch2",1.27
"large sample","A",58,"alpha","ch2",7.62,"ch2",0.635
"small sample","A",20,"alpha","none",5.08,"ch2",0.635
"small sample","B",31,"alpha","none",2.54,"ch2",1.905
"metallurgy","A",65,"alpha","none",7.62,"ch2",0.635
"small sample","A",61,"alpha","none",6.985,"ch2",1.905
"metallurgy","A",51,"alpha","none",6.35,"ch2",0.635
"large sample","D",39,"alpha","none",0.635,"ch2",1.27
"solution","A",50,"alpha","none",6.35,"ch2",1.905
"large sample","A",65,"alpha","mgo",5.08,"ch2",1.27
"large sample","E",79,"alpha","none",1.27,"mgo",0.635
"large sample","D",67,"alpha","none",3.175,"ch2",0.635
"large sample","A",2,"alpha","ch2",10.16,"mgo",0.635
"waste","P",61,"alpha","none",14.605,"mgo",2.54
"large sample","D",161,"alpha","none",3.175,"ch2",0.635
"solution","A",14,"alpha","none",10.795,"ch2",0.635
"metallurgy","E",33,"alpha","none",1.27,"ss304",0.635
"small sample","A",1,"alpha","none",16.51,"ch2",1.905
"small sample","A",24,"alpha","none",2.54,"ch2",1.27
"small sample","A",22,"alpha","ch2",5.08,"ch2",0.635
"large sample","A",22,"alpha","none",21.59,"ss304",0.635
"large sample","A",29,"alpha","mgo",17.145,"ss304",1.27
"small sample","A",10,"alpha","ch2",6.35,"ch2",0.635
"machining","M",12,"alpha","none",22.86,"ss304",0.635
"small sample","A",22,"alpha","none",15.875,"be",1.27
"large sample","A",32,"alpha","none",8.89,"ch2",2.54
"solution","A",8,"alpha","ch2",14.605,"al",1.27
"large sample","E",25,"alpha","none",2.54,"ss304",0.635
"small sample","A",65,"alpha","none",5.08,"ch2",1.905
"large sample","A",30,"alpha","none",21.59,"ss304",0.635
"small sample","A",52,"alpha","none",6.985,"ch2",0.635
"machining","M",26,"alpha","ch2",12.7,"ch2",0.635
"small sample","A",21,"alpha","none",4.445,"ss304",0.635
"small sample","A",23,"alpha","none",17.145,"ch2",0.635
"machining","M",28,"alpha","none",38.735,"ch2",0.635
"small sample","A",26,"alpha","ch2",6.985,"ch2",1.905
"large sample","D",89,"alpha","none",3.175,"mgo",0.635
"large sample","A",6,"alpha","none",11.43,"ch2",0.635
"small sample","A",45,"alpha","ch2",10.16,"mgo",0.635
"large sample","M",37,"alpha","none",5.08,"ch2",0.635
"solution","A",11,"alpha","none",5.715,"ch2",2.54
"machining","M",82,"alpha","ch2",3.81,"ch2",0.635
"waste","P",102,"alpha","none",6.35,"ch2",3.175
"machining","A",32,"alpha","ch2",19.05,"ch2",2.54
"small sample","A",25,"alpha","none",13.335,"ch2",0.635
"large sample","D",95,"alpha","ch2",3.81,"ss304",0.635
"small sample","A",47,"alpha","none",31.75,"ch2",0.635
"large sample","D",6,"alpha","none",3.81,"mgo",0.635
"solution","A",21,"alpha","ch2",1.905,"ch2",0.635
"small sample","A",33,"alpha","none",5.08,"ch2",3.81
"small sample","A",37,"alpha","none",16.51,"ch2",1.27
"metallurgy","A",5,"alpha","ch2",6.985,"mgo",0.635
"large sample","A",14,"alpha","none",36.83,"ss304",0.635
"large sample","M",37,"alpha","none",13.97,"ch2",0.635
"small sample","A",13,"alpha","none",11.43,"ch2",2.54
"large sample","A",65,"alpha","none",3.81,"mgo",1.27
"large sample","E",86,"alpha","none",1.27,"ch2",0.635
"solution","A",20,"alpha","none",8.255,"ch2",0.635
"large sample","E",70,"alpha","none",0.635,"ss304",0.635
"machining","M",40,"alpha","ch2",20.955,"ch2",0.635
"metallurgy","A",61,"alpha","none",7.62,"ch2",1.905
"metallurgy","A",45,"alpha","ch2",5.08,"ss304",3.81
"large sample","A",8,"alpha","ch2",6.35,"ss304",3.175
"machining","A",26,"alpha","none",16.51,"ch2",0.635
"small sample","A",18,"alpha","none",11.43,"ch2",4.445
"waste","A",19,"alpha","none",10.16,"mgo",1.27
"metallurgy","E",76,"alpha","none",5.715,"ch2",0.635
"large sample","M",51,"alpha","none",18.415,"ch2",0.635
"solution","A",24,"alpha","ch2",8.89,"ch2",1.27
"small sample","A",41,"alpha","none",14.605,"ch2",1.905
"small sample","A",12,"alpha","none",10.16,"ch2",1.905
"large sample","M",30,"alpha","none",5.715,"mgo",0.635
"small sample","A",9,"alpha","none",2.54,"ss304",3.81
"large sample","A",12,"alpha","none",13.97,"mgo",0.635
"large sample","M",50,"alpha","ch2",8.255,"ch2",0.635
"small sample","B",58,"alpha","none",1.905,"ch2",1.905
"machining","M",31,"alpha","none",4.445,"ch2",0.635
"metallurgy","A",58,"alpha","none",13.97,"ss304",0.635
"small sample","A",41,"alpha","none",12.7,"ss304",1.905
"small sample","A",23,"alpha","none",23.495,"ch2",0.635
"large sample","A",24,"alpha","mgo",3.175,"al",1.27
"metallurgy","A",20,"alpha","none",0.635,"ch2",3.175
"small sample","A",12,"alpha","none",8.255,"ch2",2.54
"solution","A",16,"alpha","none",8.89,"ch2",1.905
"solution","A",8,"alpha","none",6.35,"ch2",1.905
"large sample","D",219,"alpha","none",2.54,"ss304",0.635
"small sample","A",21,"alpha","none",15.24,"ch2",1.27
"large sample","D",78,"alpha","none",0.635,"ss304",0.635
"large sample","A",22,"alpha","none",9.525,"ch2",0.635
"large sample","M",31,"alpha","none",3.81,"ss304",0.635
"small sample","A",7,"alpha","none",19.05,"ch2",0.635
"metallurgy","A",22,"alpha","ch2",11.43,"ch2",0.635
"small sample","A",44,"alpha","none",3.81,"ss304",0.635
"small sample","A",43,"alpha","none",9.525,"ch2",1.905
"waste","A",55,"alpha","none",4.445,"ch2",0.635
"large sample","A",32,"alpha","none",5.715,"ch2",0.635
"solution","A",11,"alpha","ch2",1.27,"ch2",0.635
"machining","M",48,"alpha","ch2",10.16,"ch2",0.635
"waste","P",184,"alpha","none",40.005,"du",0.635
"large sample","A",38,"alpha","ch2",12.7,"mgo",1.27
"solution","A",17,"alpha","none",10.795,"ch2",0.635
"metallurgy","E",126,"alpha","none",0.635,"ch2",0.635
"large sample","A",29,"alpha","ch2",7.62,"ss304",0.635
"small sample","A",19,"alpha","none",13.97,"ch2",0.635
"small sample","A",45,"alpha","ch2",6.985,"ch2",0.635
"large sample","A",8,"alpha","mgo",43.18,"ss304",0.635
"large sample","C",182,"alpha","none",5.08,"none",0.635
"small sample","A",24,"alpha","ch2",4.445,"ss304",0.635
"large sample","B",34,"alpha","ch2",5.08,"be",0.635
